"Parking.space.num","Check.4.Car","Unoccupied","Occupied","Forward","Reverse","Date"
89,1,0,1,1,0,2018-08-10 10:30:00
90,0,0,0,0,0,2018-08-10 10:30:00
91,0,0,0,0,0,2018-08-10 10:30:00
92,0,0,0,0,0,2018-08-10 10:30:00
93,0,0,0,0,0,2018-08-10 10:30:00
94,0,0,0,0,0,2018-08-10 10:30:00
95,1,0,1,1,0,2018-08-10 10:30:00
96,0,0,0,0,0,2018-08-10 10:30:00
97,1,0,1,1,0,2018-08-10 10:30:00
98,0,0,0,0,0,2018-08-10 10:30:00
99,0,0,0,0,0,2018-08-10 10:30:00
100,1,0,1,1,0,2018-08-10 10:30:00
101,0,0,0,0,0,2018-08-10 10:30:00
102,1,0,1,1,0,2018-08-10 10:30:00
103,1,0,1,1,0,2018-08-10 10:30:00
104,1,0,1,1,0,2018-08-10 10:30:00
105,1,0,1,1,0,2018-08-10 10:30:00
106,1,0,1,1,0,2018-08-10 10:30:00
107,1,0,1,1,0,2018-08-10 10:30:00
108,1,0,1,1,0,2018-08-10 10:30:00
109,0,0,0,0,0,2018-08-10 10:30:00
110,1,0,1,1,0,2018-08-10 10:30:00
111,0,0,0,0,0,2018-08-10 10:30:00
112,1,0,1,0,1,2018-08-10 10:30:00
113,0,0,0,0,0,2018-08-10 10:30:00
114,0,0,0,0,0,2018-08-10 10:30:00
